"","MisspecVec","HomoskedVec","SizeVec","LeverageVec","KVec","TypeSetting","JobName","Output"
"17",0,0,650,0,1,"Linear","Sim_Linear_D0_G0_N650_R0_K1","Results/Linear/LargeSampleExtension/sim_D0_G0_N650_R0_K1.rds"
"18",1,0,650,0,1,"Linear","Sim_Linear_D1_G0_N650_R0_K1","Results/Linear/LargeSampleExtension/sim_D1_G0_N650_R0_K1.rds"
"19",0,0.5,650,0,1,"Linear","Sim_Linear_D0_G0.5_N650_R0_K1","Results/Linear/LargeSampleExtension/sim_D0_G0.5_N650_R0_K1.rds"
"20",1,0.5,650,0,1,"Linear","Sim_Linear_D1_G0.5_N650_R0_K1","Results/Linear/LargeSampleExtension/sim_D1_G0.5_N650_R0_K1.rds"
"21",0,0,800,0,1,"Linear","Sim_Linear_D0_G0_N800_R0_K1","Results/Linear/LargeSampleExtension/sim_D0_G0_N800_R0_K1.rds"
"22",1,0,800,0,1,"Linear","Sim_Linear_D1_G0_N800_R0_K1","Results/Linear/LargeSampleExtension/sim_D1_G0_N800_R0_K1.rds"
"23",0,0.5,800,0,1,"Linear","Sim_Linear_D0_G0.5_N800_R0_K1","Results/Linear/LargeSampleExtension/sim_D0_G0.5_N800_R0_K1.rds"
"24",1,0.5,800,0,1,"Linear","Sim_Linear_D1_G0.5_N800_R0_K1","Results/Linear/LargeSampleExtension/sim_D1_G0.5_N800_R0_K1.rds"
"25",0,0,950,0,1,"Linear","Sim_Linear_D0_G0_N950_R0_K1","Results/Linear/LargeSampleExtension/sim_D0_G0_N950_R0_K1.rds"
"26",1,0,950,0,1,"Linear","Sim_Linear_D1_G0_N950_R0_K1","Results/Linear/LargeSampleExtension/sim_D1_G0_N950_R0_K1.rds"
"27",0,0.5,950,0,1,"Linear","Sim_Linear_D0_G0.5_N950_R0_K1","Results/Linear/LargeSampleExtension/sim_D0_G0.5_N950_R0_K1.rds"
"28",1,0.5,950,0,1,"Linear","Sim_Linear_D1_G0.5_N950_R0_K1","Results/Linear/LargeSampleExtension/sim_D1_G0.5_N950_R0_K1.rds"
"29",0,0,1100,0,1,"Linear","Sim_Linear_D0_G0_N1100_R0_K1","Results/Linear/LargeSampleExtension/sim_D0_G0_N1100_R0_K1.rds"
"30",1,0,1100,0,1,"Linear","Sim_Linear_D1_G0_N1100_R0_K1","Results/Linear/LargeSampleExtension/sim_D1_G0_N1100_R0_K1.rds"
"31",0,0.5,1100,0,1,"Linear","Sim_Linear_D0_G0.5_N1100_R0_K1","Results/Linear/LargeSampleExtension/sim_D0_G0.5_N1100_R0_K1.rds"
"32",1,0.5,1100,0,1,"Linear","Sim_Linear_D1_G0.5_N1100_R0_K1","Results/Linear/LargeSampleExtension/sim_D1_G0.5_N1100_R0_K1.rds"
"33",0,0,1250,0,1,"Linear","Sim_Linear_D0_G0_N1250_R0_K1","Results/Linear/LargeSampleExtension/sim_D0_G0_N1250_R0_K1.rds"
"34",1,0,1250,0,1,"Linear","Sim_Linear_D1_G0_N1250_R0_K1","Results/Linear/LargeSampleExtension/sim_D1_G0_N1250_R0_K1.rds"
"35",0,0.5,1250,0,1,"Linear","Sim_Linear_D0_G0.5_N1250_R0_K1","Results/Linear/LargeSampleExtension/sim_D0_G0.5_N1250_R0_K1.rds"
"36",1,0.5,1250,0,1,"Linear","Sim_Linear_D1_G0.5_N1250_R0_K1","Results/Linear/LargeSampleExtension/sim_D1_G0.5_N1250_R0_K1.rds"
"37",0,0,1400,0,1,"Linear","Sim_Linear_D0_G0_N1400_R0_K1","Results/Linear/LargeSampleExtension/sim_D0_G0_N1400_R0_K1.rds"
"38",1,0,1400,0,1,"Linear","Sim_Linear_D1_G0_N1400_R0_K1","Results/Linear/LargeSampleExtension/sim_D1_G0_N1400_R0_K1.rds"
"39",0,0.5,1400,0,1,"Linear","Sim_Linear_D0_G0.5_N1400_R0_K1","Results/Linear/LargeSampleExtension/sim_D0_G0.5_N1400_R0_K1.rds"
"40",1,0.5,1400,0,1,"Linear","Sim_Linear_D1_G0.5_N1400_R0_K1","Results/Linear/LargeSampleExtension/sim_D1_G0.5_N1400_R0_K1.rds"
"41",0,0,1550,0,1,"Linear","Sim_Linear_D0_G0_N1550_R0_K1","Results/Linear/LargeSampleExtension/sim_D0_G0_N1550_R0_K1.rds"
"42",1,0,1550,0,1,"Linear","Sim_Linear_D1_G0_N1550_R0_K1","Results/Linear/LargeSampleExtension/sim_D1_G0_N1550_R0_K1.rds"
"43",0,0.5,1550,0,1,"Linear","Sim_Linear_D0_G0.5_N1550_R0_K1","Results/Linear/LargeSampleExtension/sim_D0_G0.5_N1550_R0_K1.rds"
"44",1,0.5,1550,0,1,"Linear","Sim_Linear_D1_G0.5_N1550_R0_K1","Results/Linear/LargeSampleExtension/sim_D1_G0.5_N1550_R0_K1.rds"
"45",0,0,1700,0,1,"Linear","Sim_Linear_D0_G0_N1700_R0_K1","Results/Linear/LargeSampleExtension/sim_D0_G0_N1700_R0_K1.rds"
"46",1,0,1700,0,1,"Linear","Sim_Linear_D1_G0_N1700_R0_K1","Results/Linear/LargeSampleExtension/sim_D1_G0_N1700_R0_K1.rds"
"47",0,0.5,1700,0,1,"Linear","Sim_Linear_D0_G0.5_N1700_R0_K1","Results/Linear/LargeSampleExtension/sim_D0_G0.5_N1700_R0_K1.rds"
"48",1,0.5,1700,0,1,"Linear","Sim_Linear_D1_G0.5_N1700_R0_K1","Results/Linear/LargeSampleExtension/sim_D1_G0.5_N1700_R0_K1.rds"
"49",0,0,1850,0,1,"Linear","Sim_Linear_D0_G0_N1850_R0_K1","Results/Linear/LargeSampleExtension/sim_D0_G0_N1850_R0_K1.rds"
"50",1,0,1850,0,1,"Linear","Sim_Linear_D1_G0_N1850_R0_K1","Results/Linear/LargeSampleExtension/sim_D1_G0_N1850_R0_K1.rds"
"51",0,0.5,1850,0,1,"Linear","Sim_Linear_D0_G0.5_N1850_R0_K1","Results/Linear/LargeSampleExtension/sim_D0_G0.5_N1850_R0_K1.rds"
"52",1,0.5,1850,0,1,"Linear","Sim_Linear_D1_G0.5_N1850_R0_K1","Results/Linear/LargeSampleExtension/sim_D1_G0.5_N1850_R0_K1.rds"
"53",0,0,2000,0,1,"Linear","Sim_Linear_D0_G0_N2000_R0_K1","Results/Linear/LargeSampleExtension/sim_D0_G0_N2000_R0_K1.rds"
"54",1,0,2000,0,1,"Linear","Sim_Linear_D1_G0_N2000_R0_K1","Results/Linear/LargeSampleExtension/sim_D1_G0_N2000_R0_K1.rds"
"55",0,0.5,2000,0,1,"Linear","Sim_Linear_D0_G0.5_N2000_R0_K1","Results/Linear/LargeSampleExtension/sim_D0_G0.5_N2000_R0_K1.rds"
"56",1,0.5,2000,0,1,"Linear","Sim_Linear_D1_G0.5_N2000_R0_K1","Results/Linear/LargeSampleExtension/sim_D1_G0.5_N2000_R0_K1.rds"
"57",0,0,2150,0,1,"Linear","Sim_Linear_D0_G0_N2150_R0_K1","Results/Linear/LargeSampleExtension/sim_D0_G0_N2150_R0_K1.rds"
"58",1,0,2150,0,1,"Linear","Sim_Linear_D1_G0_N2150_R0_K1","Results/Linear/LargeSampleExtension/sim_D1_G0_N2150_R0_K1.rds"
"59",0,0.5,2150,0,1,"Linear","Sim_Linear_D0_G0.5_N2150_R0_K1","Results/Linear/LargeSampleExtension/sim_D0_G0.5_N2150_R0_K1.rds"
"60",1,0.5,2150,0,1,"Linear","Sim_Linear_D1_G0.5_N2150_R0_K1","Results/Linear/LargeSampleExtension/sim_D1_G0.5_N2150_R0_K1.rds"
"61",0,0,2300,0,1,"Linear","Sim_Linear_D0_G0_N2300_R0_K1","Results/Linear/LargeSampleExtension/sim_D0_G0_N2300_R0_K1.rds"
"62",1,0,2300,0,1,"Linear","Sim_Linear_D1_G0_N2300_R0_K1","Results/Linear/LargeSampleExtension/sim_D1_G0_N2300_R0_K1.rds"
"63",0,0.5,2300,0,1,"Linear","Sim_Linear_D0_G0.5_N2300_R0_K1","Results/Linear/LargeSampleExtension/sim_D0_G0.5_N2300_R0_K1.rds"
"64",1,0.5,2300,0,1,"Linear","Sim_Linear_D1_G0.5_N2300_R0_K1","Results/Linear/LargeSampleExtension/sim_D1_G0.5_N2300_R0_K1.rds"
"65",0,0,2450,0,1,"Linear","Sim_Linear_D0_G0_N2450_R0_K1","Results/Linear/LargeSampleExtension/sim_D0_G0_N2450_R0_K1.rds"
"66",1,0,2450,0,1,"Linear","Sim_Linear_D1_G0_N2450_R0_K1","Results/Linear/LargeSampleExtension/sim_D1_G0_N2450_R0_K1.rds"
"67",0,0.5,2450,0,1,"Linear","Sim_Linear_D0_G0.5_N2450_R0_K1","Results/Linear/LargeSampleExtension/sim_D0_G0.5_N2450_R0_K1.rds"
"68",1,0.5,2450,0,1,"Linear","Sim_Linear_D1_G0.5_N2450_R0_K1","Results/Linear/LargeSampleExtension/sim_D1_G0.5_N2450_R0_K1.rds"
"69",0,0,2600,0,1,"Linear","Sim_Linear_D0_G0_N2600_R0_K1","Results/Linear/LargeSampleExtension/sim_D0_G0_N2600_R0_K1.rds"
"70",1,0,2600,0,1,"Linear","Sim_Linear_D1_G0_N2600_R0_K1","Results/Linear/LargeSampleExtension/sim_D1_G0_N2600_R0_K1.rds"
"71",0,0.5,2600,0,1,"Linear","Sim_Linear_D0_G0.5_N2600_R0_K1","Results/Linear/LargeSampleExtension/sim_D0_G0.5_N2600_R0_K1.rds"
"72",1,0.5,2600,0,1,"Linear","Sim_Linear_D1_G0.5_N2600_R0_K1","Results/Linear/LargeSampleExtension/sim_D1_G0.5_N2600_R0_K1.rds"
"73",0,0,2750,0,1,"Linear","Sim_Linear_D0_G0_N2750_R0_K1","Results/Linear/LargeSampleExtension/sim_D0_G0_N2750_R0_K1.rds"
"74",1,0,2750,0,1,"Linear","Sim_Linear_D1_G0_N2750_R0_K1","Results/Linear/LargeSampleExtension/sim_D1_G0_N2750_R0_K1.rds"
"75",0,0.5,2750,0,1,"Linear","Sim_Linear_D0_G0.5_N2750_R0_K1","Results/Linear/LargeSampleExtension/sim_D0_G0.5_N2750_R0_K1.rds"
"76",1,0.5,2750,0,1,"Linear","Sim_Linear_D1_G0.5_N2750_R0_K1","Results/Linear/LargeSampleExtension/sim_D1_G0.5_N2750_R0_K1.rds"
"77",0,0,2900,0,1,"Linear","Sim_Linear_D0_G0_N2900_R0_K1","Results/Linear/LargeSampleExtension/sim_D0_G0_N2900_R0_K1.rds"
"78",1,0,2900,0,1,"Linear","Sim_Linear_D1_G0_N2900_R0_K1","Results/Linear/LargeSampleExtension/sim_D1_G0_N2900_R0_K1.rds"
"79",0,0.5,2900,0,1,"Linear","Sim_Linear_D0_G0.5_N2900_R0_K1","Results/Linear/LargeSampleExtension/sim_D0_G0.5_N2900_R0_K1.rds"
"80",1,0.5,2900,0,1,"Linear","Sim_Linear_D1_G0.5_N2900_R0_K1","Results/Linear/LargeSampleExtension/sim_D1_G0.5_N2900_R0_K1.rds"
"81",0,0,3050,0,1,"Linear","Sim_Linear_D0_G0_N3050_R0_K1","Results/Linear/LargeSampleExtension/sim_D0_G0_N3050_R0_K1.rds"
"82",1,0,3050,0,1,"Linear","Sim_Linear_D1_G0_N3050_R0_K1","Results/Linear/LargeSampleExtension/sim_D1_G0_N3050_R0_K1.rds"
"83",0,0.5,3050,0,1,"Linear","Sim_Linear_D0_G0.5_N3050_R0_K1","Results/Linear/LargeSampleExtension/sim_D0_G0.5_N3050_R0_K1.rds"
"84",1,0.5,3050,0,1,"Linear","Sim_Linear_D1_G0.5_N3050_R0_K1","Results/Linear/LargeSampleExtension/sim_D1_G0.5_N3050_R0_K1.rds"
"85",0,0,3200,0,1,"Linear","Sim_Linear_D0_G0_N3200_R0_K1","Results/Linear/LargeSampleExtension/sim_D0_G0_N3200_R0_K1.rds"
"86",1,0,3200,0,1,"Linear","Sim_Linear_D1_G0_N3200_R0_K1","Results/Linear/LargeSampleExtension/sim_D1_G0_N3200_R0_K1.rds"
"87",0,0.5,3200,0,1,"Linear","Sim_Linear_D0_G0.5_N3200_R0_K1","Results/Linear/LargeSampleExtension/sim_D0_G0.5_N3200_R0_K1.rds"
"88",1,0.5,3200,0,1,"Linear","Sim_Linear_D1_G0.5_N3200_R0_K1","Results/Linear/LargeSampleExtension/sim_D1_G0.5_N3200_R0_K1.rds"
"89",0,0,3350,0,1,"Linear","Sim_Linear_D0_G0_N3350_R0_K1","Results/Linear/LargeSampleExtension/sim_D0_G0_N3350_R0_K1.rds"
"90",1,0,3350,0,1,"Linear","Sim_Linear_D1_G0_N3350_R0_K1","Results/Linear/LargeSampleExtension/sim_D1_G0_N3350_R0_K1.rds"
"91",0,0.5,3350,0,1,"Linear","Sim_Linear_D0_G0.5_N3350_R0_K1","Results/Linear/LargeSampleExtension/sim_D0_G0.5_N3350_R0_K1.rds"
"92",1,0.5,3350,0,1,"Linear","Sim_Linear_D1_G0.5_N3350_R0_K1","Results/Linear/LargeSampleExtension/sim_D1_G0.5_N3350_R0_K1.rds"
"93",0,0,3500,0,1,"Linear","Sim_Linear_D0_G0_N3500_R0_K1","Results/Linear/LargeSampleExtension/sim_D0_G0_N3500_R0_K1.rds"
"94",1,0,3500,0,1,"Linear","Sim_Linear_D1_G0_N3500_R0_K1","Results/Linear/LargeSampleExtension/sim_D1_G0_N3500_R0_K1.rds"
"95",0,0.5,3500,0,1,"Linear","Sim_Linear_D0_G0.5_N3500_R0_K1","Results/Linear/LargeSampleExtension/sim_D0_G0.5_N3500_R0_K1.rds"
"96",1,0.5,3500,0,1,"Linear","Sim_Linear_D1_G0.5_N3500_R0_K1","Results/Linear/LargeSampleExtension/sim_D1_G0.5_N3500_R0_K1.rds"
"97",0,0,3650,0,1,"Linear","Sim_Linear_D0_G0_N3650_R0_K1","Results/Linear/LargeSampleExtension/sim_D0_G0_N3650_R0_K1.rds"
"98",1,0,3650,0,1,"Linear","Sim_Linear_D1_G0_N3650_R0_K1","Results/Linear/LargeSampleExtension/sim_D1_G0_N3650_R0_K1.rds"
"99",0,0.5,3650,0,1,"Linear","Sim_Linear_D0_G0.5_N3650_R0_K1","Results/Linear/LargeSampleExtension/sim_D0_G0.5_N3650_R0_K1.rds"
"100",1,0.5,3650,0,1,"Linear","Sim_Linear_D1_G0.5_N3650_R0_K1","Results/Linear/LargeSampleExtension/sim_D1_G0.5_N3650_R0_K1.rds"
"101",0,0,3800,0,1,"Linear","Sim_Linear_D0_G0_N3800_R0_K1","Results/Linear/LargeSampleExtension/sim_D0_G0_N3800_R0_K1.rds"
"102",1,0,3800,0,1,"Linear","Sim_Linear_D1_G0_N3800_R0_K1","Results/Linear/LargeSampleExtension/sim_D1_G0_N3800_R0_K1.rds"
"103",0,0.5,3800,0,1,"Linear","Sim_Linear_D0_G0.5_N3800_R0_K1","Results/Linear/LargeSampleExtension/sim_D0_G0.5_N3800_R0_K1.rds"
"104",1,0.5,3800,0,1,"Linear","Sim_Linear_D1_G0.5_N3800_R0_K1","Results/Linear/LargeSampleExtension/sim_D1_G0.5_N3800_R0_K1.rds"
"105",0,0,3950,0,1,"Linear","Sim_Linear_D0_G0_N3950_R0_K1","Results/Linear/LargeSampleExtension/sim_D0_G0_N3950_R0_K1.rds"
"106",1,0,3950,0,1,"Linear","Sim_Linear_D1_G0_N3950_R0_K1","Results/Linear/LargeSampleExtension/sim_D1_G0_N3950_R0_K1.rds"
"107",0,0.5,3950,0,1,"Linear","Sim_Linear_D0_G0.5_N3950_R0_K1","Results/Linear/LargeSampleExtension/sim_D0_G0.5_N3950_R0_K1.rds"
"108",1,0.5,3950,0,1,"Linear","Sim_Linear_D1_G0.5_N3950_R0_K1","Results/Linear/LargeSampleExtension/sim_D1_G0.5_N3950_R0_K1.rds"
"109",0,0,4100,0,1,"Linear","Sim_Linear_D0_G0_N4100_R0_K1","Results/Linear/LargeSampleExtension/sim_D0_G0_N4100_R0_K1.rds"
"110",1,0,4100,0,1,"Linear","Sim_Linear_D1_G0_N4100_R0_K1","Results/Linear/LargeSampleExtension/sim_D1_G0_N4100_R0_K1.rds"
"111",0,0.5,4100,0,1,"Linear","Sim_Linear_D0_G0.5_N4100_R0_K1","Results/Linear/LargeSampleExtension/sim_D0_G0.5_N4100_R0_K1.rds"
"112",1,0.5,4100,0,1,"Linear","Sim_Linear_D1_G0.5_N4100_R0_K1","Results/Linear/LargeSampleExtension/sim_D1_G0.5_N4100_R0_K1.rds"
"113",0,0,4250,0,1,"Linear","Sim_Linear_D0_G0_N4250_R0_K1","Results/Linear/LargeSampleExtension/sim_D0_G0_N4250_R0_K1.rds"
"114",1,0,4250,0,1,"Linear","Sim_Linear_D1_G0_N4250_R0_K1","Results/Linear/LargeSampleExtension/sim_D1_G0_N4250_R0_K1.rds"
"115",0,0.5,4250,0,1,"Linear","Sim_Linear_D0_G0.5_N4250_R0_K1","Results/Linear/LargeSampleExtension/sim_D0_G0.5_N4250_R0_K1.rds"
"116",1,0.5,4250,0,1,"Linear","Sim_Linear_D1_G0.5_N4250_R0_K1","Results/Linear/LargeSampleExtension/sim_D1_G0.5_N4250_R0_K1.rds"
"117",0,0,4400,0,1,"Linear","Sim_Linear_D0_G0_N4400_R0_K1","Results/Linear/LargeSampleExtension/sim_D0_G0_N4400_R0_K1.rds"
"118",1,0,4400,0,1,"Linear","Sim_Linear_D1_G0_N4400_R0_K1","Results/Linear/LargeSampleExtension/sim_D1_G0_N4400_R0_K1.rds"
"119",0,0.5,4400,0,1,"Linear","Sim_Linear_D0_G0.5_N4400_R0_K1","Results/Linear/LargeSampleExtension/sim_D0_G0.5_N4400_R0_K1.rds"
"120",1,0.5,4400,0,1,"Linear","Sim_Linear_D1_G0.5_N4400_R0_K1","Results/Linear/LargeSampleExtension/sim_D1_G0.5_N4400_R0_K1.rds"
"121",0,0,4550,0,1,"Linear","Sim_Linear_D0_G0_N4550_R0_K1","Results/Linear/LargeSampleExtension/sim_D0_G0_N4550_R0_K1.rds"
"122",1,0,4550,0,1,"Linear","Sim_Linear_D1_G0_N4550_R0_K1","Results/Linear/LargeSampleExtension/sim_D1_G0_N4550_R0_K1.rds"
"123",0,0.5,4550,0,1,"Linear","Sim_Linear_D0_G0.5_N4550_R0_K1","Results/Linear/LargeSampleExtension/sim_D0_G0.5_N4550_R0_K1.rds"
"124",1,0.5,4550,0,1,"Linear","Sim_Linear_D1_G0.5_N4550_R0_K1","Results/Linear/LargeSampleExtension/sim_D1_G0.5_N4550_R0_K1.rds"
"125",0,0,4700,0,1,"Linear","Sim_Linear_D0_G0_N4700_R0_K1","Results/Linear/LargeSampleExtension/sim_D0_G0_N4700_R0_K1.rds"
"126",1,0,4700,0,1,"Linear","Sim_Linear_D1_G0_N4700_R0_K1","Results/Linear/LargeSampleExtension/sim_D1_G0_N4700_R0_K1.rds"
"127",0,0.5,4700,0,1,"Linear","Sim_Linear_D0_G0.5_N4700_R0_K1","Results/Linear/LargeSampleExtension/sim_D0_G0.5_N4700_R0_K1.rds"
"128",1,0.5,4700,0,1,"Linear","Sim_Linear_D1_G0.5_N4700_R0_K1","Results/Linear/LargeSampleExtension/sim_D1_G0.5_N4700_R0_K1.rds"
"129",0,0,4850,0,1,"Linear","Sim_Linear_D0_G0_N4850_R0_K1","Results/Linear/LargeSampleExtension/sim_D0_G0_N4850_R0_K1.rds"
"130",1,0,4850,0,1,"Linear","Sim_Linear_D1_G0_N4850_R0_K1","Results/Linear/LargeSampleExtension/sim_D1_G0_N4850_R0_K1.rds"
"131",0,0.5,4850,0,1,"Linear","Sim_Linear_D0_G0.5_N4850_R0_K1","Results/Linear/LargeSampleExtension/sim_D0_G0.5_N4850_R0_K1.rds"
"132",1,0.5,4850,0,1,"Linear","Sim_Linear_D1_G0.5_N4850_R0_K1","Results/Linear/LargeSampleExtension/sim_D1_G0.5_N4850_R0_K1.rds"
"133",0,0,5000,0,1,"Linear","Sim_Linear_D0_G0_N5000_R0_K1","Results/Linear/LargeSampleExtension/sim_D0_G0_N5000_R0_K1.rds"
"134",1,0,5000,0,1,"Linear","Sim_Linear_D1_G0_N5000_R0_K1","Results/Linear/LargeSampleExtension/sim_D1_G0_N5000_R0_K1.rds"
"135",0,0.5,5000,0,1,"Linear","Sim_Linear_D0_G0.5_N5000_R0_K1","Results/Linear/LargeSampleExtension/sim_D0_G0.5_N5000_R0_K1.rds"
"136",1,0.5,5000,0,1,"Linear","Sim_Linear_D1_G0.5_N5000_R0_K1","Results/Linear/LargeSampleExtension/sim_D1_G0.5_N5000_R0_K1.rds"
"137",0,0,5150,0,1,"Linear","Sim_Linear_D0_G0_N5150_R0_K1","Results/Linear/LargeSampleExtension/sim_D0_G0_N5150_R0_K1.rds"
"138",1,0,5150,0,1,"Linear","Sim_Linear_D1_G0_N5150_R0_K1","Results/Linear/LargeSampleExtension/sim_D1_G0_N5150_R0_K1.rds"
"139",0,0.5,5150,0,1,"Linear","Sim_Linear_D0_G0.5_N5150_R0_K1","Results/Linear/LargeSampleExtension/sim_D0_G0.5_N5150_R0_K1.rds"
"140",1,0.5,5150,0,1,"Linear","Sim_Linear_D1_G0.5_N5150_R0_K1","Results/Linear/LargeSampleExtension/sim_D1_G0.5_N5150_R0_K1.rds"
"141",0,0,5300,0,1,"Linear","Sim_Linear_D0_G0_N5300_R0_K1","Results/Linear/LargeSampleExtension/sim_D0_G0_N5300_R0_K1.rds"
"142",1,0,5300,0,1,"Linear","Sim_Linear_D1_G0_N5300_R0_K1","Results/Linear/LargeSampleExtension/sim_D1_G0_N5300_R0_K1.rds"
"143",0,0.5,5300,0,1,"Linear","Sim_Linear_D0_G0.5_N5300_R0_K1","Results/Linear/LargeSampleExtension/sim_D0_G0.5_N5300_R0_K1.rds"
"144",1,0.5,5300,0,1,"Linear","Sim_Linear_D1_G0.5_N5300_R0_K1","Results/Linear/LargeSampleExtension/sim_D1_G0.5_N5300_R0_K1.rds"
"145",0,0,5450,0,1,"Linear","Sim_Linear_D0_G0_N5450_R0_K1","Results/Linear/LargeSampleExtension/sim_D0_G0_N5450_R0_K1.rds"
"146",1,0,5450,0,1,"Linear","Sim_Linear_D1_G0_N5450_R0_K1","Results/Linear/LargeSampleExtension/sim_D1_G0_N5450_R0_K1.rds"
"147",0,0.5,5450,0,1,"Linear","Sim_Linear_D0_G0.5_N5450_R0_K1","Results/Linear/LargeSampleExtension/sim_D0_G0.5_N5450_R0_K1.rds"
"148",1,0.5,5450,0,1,"Linear","Sim_Linear_D1_G0.5_N5450_R0_K1","Results/Linear/LargeSampleExtension/sim_D1_G0.5_N5450_R0_K1.rds"
"149",0,0,5600,0,1,"Linear","Sim_Linear_D0_G0_N5600_R0_K1","Results/Linear/LargeSampleExtension/sim_D0_G0_N5600_R0_K1.rds"
"150",1,0,5600,0,1,"Linear","Sim_Linear_D1_G0_N5600_R0_K1","Results/Linear/LargeSampleExtension/sim_D1_G0_N5600_R0_K1.rds"
"151",0,0.5,5600,0,1,"Linear","Sim_Linear_D0_G0.5_N5600_R0_K1","Results/Linear/LargeSampleExtension/sim_D0_G0.5_N5600_R0_K1.rds"
"152",1,0.5,5600,0,1,"Linear","Sim_Linear_D1_G0.5_N5600_R0_K1","Results/Linear/LargeSampleExtension/sim_D1_G0.5_N5600_R0_K1.rds"
"153",0,0,5750,0,1,"Linear","Sim_Linear_D0_G0_N5750_R0_K1","Results/Linear/LargeSampleExtension/sim_D0_G0_N5750_R0_K1.rds"
"154",1,0,5750,0,1,"Linear","Sim_Linear_D1_G0_N5750_R0_K1","Results/Linear/LargeSampleExtension/sim_D1_G0_N5750_R0_K1.rds"
"155",0,0.5,5750,0,1,"Linear","Sim_Linear_D0_G0.5_N5750_R0_K1","Results/Linear/LargeSampleExtension/sim_D0_G0.5_N5750_R0_K1.rds"
"156",1,0.5,5750,0,1,"Linear","Sim_Linear_D1_G0.5_N5750_R0_K1","Results/Linear/LargeSampleExtension/sim_D1_G0.5_N5750_R0_K1.rds"
"157",0,0,5900,0,1,"Linear","Sim_Linear_D0_G0_N5900_R0_K1","Results/Linear/LargeSampleExtension/sim_D0_G0_N5900_R0_K1.rds"
"158",1,0,5900,0,1,"Linear","Sim_Linear_D1_G0_N5900_R0_K1","Results/Linear/LargeSampleExtension/sim_D1_G0_N5900_R0_K1.rds"
"159",0,0.5,5900,0,1,"Linear","Sim_Linear_D0_G0.5_N5900_R0_K1","Results/Linear/LargeSampleExtension/sim_D0_G0.5_N5900_R0_K1.rds"
"160",1,0.5,5900,0,1,"Linear","Sim_Linear_D1_G0.5_N5900_R0_K1","Results/Linear/LargeSampleExtension/sim_D1_G0.5_N5900_R0_K1.rds"
"161",0,0,6050,0,1,"Linear","Sim_Linear_D0_G0_N6050_R0_K1","Results/Linear/LargeSampleExtension/sim_D0_G0_N6050_R0_K1.rds"
"162",1,0,6050,0,1,"Linear","Sim_Linear_D1_G0_N6050_R0_K1","Results/Linear/LargeSampleExtension/sim_D1_G0_N6050_R0_K1.rds"
